Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,Prediction,prob_Abrasives,prob_Automation Electrical,prob_Automation Mechanical,prob_Automation Welding,"prob_Chemicals, Oils & Lubricants",prob_Cutting Tools,prob_Gasses,prob_General,prob_Office Supplies,prob_Safety,prob_Tools
1051058,SQE2 1/4 QUICK EXHAUST VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,sqe2 1 4 quick exhaust valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0016608248,0.0023176635,0.003412474,0.0019779515,0.0019343891,0.0013049084,0.98063505,0.0019006261,0.0011532834,0.0016402252,0.0020626674
1328996,8210G002DC24/DCD,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",UTILITY VALVES,Motion,8210g002dc24 dcd,fluid power,hyd components,hyd flw pres dir con vlvs,utility valves,Gasses,0.001320058,0.001793446,0.0027211998,0.001461769,0.0012032397,0.0012880218,0.98469234,0.0014819358,0.0012790617,0.0012939987,0.0014649425
1329312,8210G095DC24/DCD,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",UTILITY VALVES,Motion,8210g095dc24 dcd,fluid power,hyd components,hyd flw pres dir con vlvs,utility valves,Gasses,0.0013200191,0.0017933932,0.0027211197,0.0014617259,0.0012032042,0.0012879838,0.98466337,0.0014818922,0.0012790239,0.0012939605,0.0014943875
2501888,DG4V3S2NMUB560 EN21  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,dg4v3s2nmub560 en21 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,0.001181382,0.0016024017,0.0027579155,0.001436107,0.0011129514,0.00082155433,0.9869626,0.0014067179,0.000840535,0.0011119447,0.00076588313
2530664,"SSBV75 3/4"" S.S. BALL VALVE",FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,ssbv75 3 4 s s ball valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0017318057,0.0017072507,0.0036494413,0.0015120067,0.0017824324,0.001434959,0.9803576,0.0018992051,0.0011529571,0.0018733894,0.0028989941
2570651,ANTI-EXTR. RING 330-10-54-1X2(PED),FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,anti extr ring 330 10 54 1x2 ped,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0016855795,0.0016616798,0.0030830556,0.0014716474,0.0017348549,0.001260338,0.9815228,0.001812937,0.0011221818,0.001823384,0.0028216126
2596503,TAC-3P  AIR VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,tac 3p air valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0017312942,0.0022049667,0.0036483635,0.0015115602,0.0017819059,0.0012689331,0.980068,0.0018613761,0.0011526166,0.001872836,0.002898138
2760997,DD03-CPP COVER PLATE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS","VALVE SUBPLATES,BOLTS,ETC",Motion,dd03 cpp cover plate,fluid power,hyd components,hyd flw pres dir con vlvs,valve subplates bolts etc,Gasses,0.010609519,0.0115914075,0.022354722,0.01260278,0.01235707,0.010828352,0.87784135,0.013159773,0.010010787,0.010469876,0.008174316
2791049,M-5600 LIQUID LEVEL GAUGE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,m 5600 liquid level gauge,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0019473996,0.0020177558,0.010288523,0.0019597104,0.0024245454,0.0014273251,0.969507,0.002181113,0.0013669286,0.002106609,0.004773111
2906038,SBV11-10-0-0-00 BI-DIRECTIONAL SOLENOID,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD MAN&PILOT-OP VALVE,Motion,sbv11 10 0 0 00 bi directional solenoid,fluid power,hyd components,hyd flw pres dir con vlvs,hyd man pilot op valve,Gasses,0.0050388407,0.007243876,0.030152256,0.0057198373,0.0058567864,0.0045667253,0.92371225,0.005428722,0.0034505678,0.00530896,0.0035212121
3505112,KCG 6 W250 Z M U H1 10  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD PRESSURE CONTROLS,Motion,kcg 6 w250 z m u h1 10 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd pressure controls,Gasses,0.0016073401,0.0021801633,0.0034174386,0.0019650608,0.0018720947,0.0011976002,0.9811639,0.0018024752,0.0011435976,0.0015558623,0.0020944793
3669775,DSG-03-2B2-D24-50 DIR. VALVE SOL.,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,dsg 03 2b2 d24 50 dir valve sol,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0016593132,0.0022042347,0.003337933,0.0020813067,0.0022022899,0.0012685118,0.9797426,0.0019000276,0.0012148353,0.0016061709,0.0027827357
3872274,RV5-10-S-0-35 VALV ADUST RELIEF 17-240,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,rv5 10 s 0 35 valv adust relief 17 240,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,0.0011812735,0.0016022546,0.0025778706,0.0014044266,0.0013758468,0.0008442805,0.98687196,0.0014953344,0.00084045774,0.0011118426,0.00069451233
5157495,CS-50P-QD DROP IN T-SLOT PNP 24V LED M8,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,cs 50p qd drop in t slot pnp 24v led m8,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0018550402,0.0025886893,0.0041853227,0.0023168153,0.0017475894,0.0014181411,0.9779885,0.002208685,0.0012881474,0.0017956294,0.002607433
7001506,D1X506-2 VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD PRESSURE CONTROLS,Motion,d1x506 2 valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd pressure controls,Gasses,0.0016071138,0.0021798562,0.0036552686,0.002008921,0.0015140238,0.0011974316,0.98102576,0.0018033803,0.0011434366,0.0015556433,0.0023091778
7220747,100-104LH 3/4FPT X 3/4FPT BALL VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",UTILITY VALVES,Motion,100 104lh 3 4fpt x 3 4fpt ball valve,fluid power,hyd components,hyd flw pres dir con vlvs,utility valves,Gasses,0.0011811875,0.0012421701,0.002350319,0.0013079897,0.0010766585,0.001152521,0.9868001,0.0012988169,0.0011445034,0.0011348616,0.00131083
7634672,8.750-298.0. UNLOADER VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,8 750 298 0 unloader valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0014465054,0.0015624755,0.0027596261,0.0016908353,0.0013627177,0.001136518,0.9839483,0.0016551543,0.0010044588,0.001400178,0.002033197
8907127,B31HBB553C  VALVE,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,b31hbb553c valve,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,0.00349528,0.004419809,0.021679405,0.0037691575,0.0036713157,0.0030780458,0.9462775,0.0043370742,0.0024868376,0.0032898416,0.0034957952
11638588,52A-11-B0A-DM-DFRJ-1KD HYD FLOW CONTROL,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD FLOW CONTROLS,Motion,52a 11 b0a dm dfrj 1kd hyd flow control,fluid power,hyd components,hyd flw pres dir con vlvs,hyd flow controls,Gasses,0.0016599138,0.0023163925,0.0038798987,0.002074922,0.0015637655,0.0013041928,0.98009723,0.001978054,0.0011526509,0.0016067523,0.0023662727
15571251,SS-G01-E3X-GR-D2-5713L LOW POWER WET,FLUID POWER,HYD COMPONENTS,"HYD FLW,PRES,DIR CON VLVS",HYD SOLENOID VALVES,Motion,ss g01 e3x gr d2 5713l low power wet,fluid power,hyd components,hyd flw pres dir con vlvs,hyd solenoid valves,Gasses,0.0013210576,0.0017918557,0.0028829218,0.0015692511,0.001538657,0.0009186877,0.985438,0.0015728896,0.000939912,0.0012434112,0.00078340265
45723,5215 J C3  BRG,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,5215 j c3 brg,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.007853956,0.00698178,0.8471582,0.008739432,0.009865781,0.011232241,0.008727347,0.009075264,0.0050885966,0.061526712,0.023750681
51110,3003-2RS DOUBLE ROW BALL BRG,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3003 2rs double row ball brg,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.007818512,0.0057080453,0.84333503,0.008707569,0.0098212585,0.015711907,0.009730184,0.009209349,0.005065632,0.061249044,0.023643496
59062,7202 W BRG,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,7202 w brg,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,0.007458358,0.005468049,0.9006172,0.01038326,0.0068760677,0.010717811,0.011093231,0.008434035,0.0064953705,0.0071499655,0.025306601
106201,1623DCTNTG18 BRG,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,OTHER PREC. BEARINGS,Motion,1623dctntg18 brg,bearings,ball bearings,abec 3 9 precision,other prec bearings,Automation Mechanical,0.008416381,0.0064278767,0.89453983,0.01058969,0.009403237,0.01079691,0.011067196,0.009158151,0.0058726533,0.007364778,0.026363324
110690,KF050AR0 BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,MISC.& SPECIAL BEARINGS,Motion,kf050ar0 brg,bearings,ball bearings,other ball bearings,misc special bearings,Automation Mechanical,0.007305453,0.006366536,0.9181812,0.008648124,0.008850033,0.009418624,0.0080089085,0.0082547655,0.007934428,0.0065871184,0.010444788
116725,B71916-C-T-P4S-DUL,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,PRECISION SPINDLE BRGS,Motion,b71916 c t p4s dul,bearings,ball bearings,abec 3 9 precision,precision spindle brgs,Automation Mechanical,0.0024482536,0.0023479373,0.96616167,0.0035206904,0.0027353216,0.002943113,0.003462955,0.0027696283,0.001708305,0.00214923,0.00975291
1449929,MUC206-18 1-1/8 SET SCREW BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,muc206 18 1 1 8 set screw brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.0033219603,0.0027207294,0.9585667,0.00497577,0.0033034126,0.006216549,0.005939302,0.0035423532,0.0027493346,0.0028023121,0.0058615175
2291227,KWVE25LG3V1,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,MISC.& SPECIAL BEARINGS,Motion,kwve25lg3v1,bearings,ball bearings,other ball bearings,misc special bearings,Automation Mechanical,0.0020076698,0.0018018712,0.97756106,0.0028764096,0.002432147,0.0025185014,0.0022090445,0.002268774,0.0021805232,0.0017624581,0.0023814808
2297003,628/4 2Z  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,628 4 2z brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019425799,0.0013558903,0.96866614,0.0025620558,0.002288423,0.0020915207,0.0019705975,0.002153083,0.0013259384,0.013525081,0.0021186545
2298039,B7010-C-T-P4S-UL,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,PRECISION SPINDLE BRGS,Motion,b7010 c t p4s ul,bearings,ball bearings,abec 3 9 precision,precision spindle brgs,Automation Mechanical,0.0024478254,0.0023475268,0.9659928,0.0036135018,0.0027348436,0.0029425987,0.0034623498,0.0026589197,0.0017080064,0.0021488543,0.009942728
3394045,6004DDU7C3EX28  BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6004ddu7c3ex28 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019417271,0.0017509225,0.9682409,0.0023328508,0.0022874183,0.0018159598,0.0019332747,0.0020666532,0.0013253563,0.013519144,0.002785716
4490511,GE 50 TXE 2LS,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,MISC.& SPECIAL BEARINGS,Motion,ge 50 txe 2ls,bearings,ball bearings,other ball bearings,misc special bearings,Automation Mechanical,0.007304445,0.005074409,0.91805446,0.009104089,0.008848812,0.009162989,0.008594966,0.008595847,0.007933333,0.0065862094,0.010740403
6180468,3202-BD-XL-2HRS-TVH,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3202 bd xl 2hrs tvh,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.007849929,0.0069782,0.8467238,0.008785289,0.009860723,0.011226482,0.008722872,0.009066818,0.0050859875,0.061495163,0.024204748
6748364,6922 MEDIUM SIZE BALL BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,6922 medium size ball brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.00696663,0.004879343,0.92612296,0.009488624,0.006604802,0.0062455675,0.008885431,0.007870385,0.004368414,0.0063398564,0.0122279655
7144673,6202FT150ZZ BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6202ft150zz brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.006901202,0.004816929,0.8882793,0.007254537,0.008129843,0.0062592793,0.007474991,0.007959865,0.004710524,0.048049152,0.010164383
7408218,61804-2RS BALL BEARINGS,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61804 2rs ball bearings,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069134203,0.004825457,0.889852,0.007267381,0.008144236,0.0075132116,0.0070788045,0.0078116474,0.0047188634,0.04813422,0.0077407286
9329597,6002FT150ZZ BALL BEARING,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6002ft150zz ball bearing,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069058184,0.004820151,0.8888735,0.00725939,0.008135281,0.0075049503,0.008173956,0.007799773,0.004713675,0.048081294,0.007732217
9329606,6003FT150ZZ BALL BEARING,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6003ft150zz ball bearing,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019423903,0.001355758,0.9685716,0.0023336476,0.0022881997,0.0021109073,0.0022355933,0.0021938328,0.0013258089,0.013523761,0.0021184478
9330059,6301FT150ZZ BALL BEARING,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6301ft150zz ball bearing,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019422766,0.0013556787,0.9685149,0.002333511,0.0022880656,0.0021693725,0.0022354624,0.0021937042,0.0013257314,0.01352297,0.0021183237
10882416,"KWSE35-V1-G3 KUSE, 6-ROW LINEAR BALL BEA",BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,kwse35 v1 g3 kuse 6 row linear ball bea,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019425532,0.0013558717,0.96865284,0.002395786,0.0022883916,0.0020350066,0.002166116,0.0021940167,0.0013259201,0.0135248955,0.0021186254
38730,R6LLU BALL BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,r6llu ball brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0019650194,0.001376275,0.97985554,0.0025854472,0.002380479,0.0018105308,0.0019049789,0.0023111922,0.0012321622,0.0017882314,0.0027901665
40380,629 ZZ BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,629 zz brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0019651589,0.0013763728,0.97992516,0.0027380206,0.002380648,0.0017617594,0.0019410391,0.0021781086,0.0012322498,0.0017883584,0.0027131892
43665,AKL.2905,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL THRUST BEARINGS,Motion,akl 2905,bearings,ball bearings,other ball bearings,ball thrust bearings,Automation Mechanical,0.002016174,0.0013725283,0.9784898,0.0027930033,0.0024424493,0.0019365776,0.002213081,0.0022782267,0.0012642386,0.0017642587,0.0034295751
45962,3305 A-2Z/C3 BRG,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3305 a 2z c3 brg,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.007625575,0.006563396,0.8521438,0.009788711,0.0070376564,0.012199786,0.008847214,0.008308301,0.0047568665,0.057515744,0.025212899
59053,6907 ZZ BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6907 zz brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.006918075,0.004828706,0.89045113,0.007898392,0.00814972,0.0057230904,0.007368102,0.007823738,0.004722041,0.04816663,0.007950344
1336144,FREIGHT ONLY,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,freight only,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069165053,0.00482761,0.8902491,0.007457099,0.00814787,0.0058806106,0.0070819636,0.007512379,0.0047209696,0.049461737,0.0077441833
1336144,FREIGHT ONLY,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,OTHER PREC. BEARINGS,Motion,freight only,bearings,ball bearings,abec 3 9 precision,other prec bearings,Automation Mechanical,0.008431179,0.006439179,0.89611274,0.010880389,0.009419771,0.0098328665,0.011086656,0.0088058775,0.0058829794,0.0073777274,0.025730686
1369343,YAR 204-2F  BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,yar 204 2f brg,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.011676526,0.0081116995,0.85732937,0.013822555,0.014145274,0.017219985,0.023009337,0.01320513,0.01003709,0.010230496,0.02121256
2171003,608-2RSH BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,608 2rsh brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.007178074,0.0050274334,0.9239166,0.008836851,0.008695719,0.007274946,0.0071563656,0.007955905,0.0045009977,0.0067094415,0.012747683
2296488,63009-2RSR,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,63009 2rsr,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019419322,0.0017511075,0.9683432,0.0023929358,0.00228766,0.0018665631,0.0019334789,0.0021523712,0.0013254964,0.0138872685,0.0021179481
2367527,626 2Z  BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,626 2z brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.0018645208,0.0013058877,0.97959614,0.0030880969,0.0019257354,0.0018896845,0.0020571807,0.0020665652,0.0011691448,0.0016967737,0.0033403188
3533260,3206B2RSTNC3,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3206b2rstnc3,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.00224291,0.0021154764,0.9561403,0.0029450462,0.0028174415,0.004227529,0.0024235086,0.0025397534,0.001453186,0.017570617,0.005524232
4801714,3205B-2RSRTNGC3 DOUBLE ROW ANGULAR CONTA,BEARINGS,BALL BEARINGS,DBL.ROW BALL BEARING,DBL.ROW BALL BEARINGS,Motion,3205b 2rsrtngc3 double row angular conta,bearings,ball bearings,dbl row ball bearing,dbl row ball bearings,Automation Mechanical,0.0022436518,0.0021161758,0.9564564,0.0030540517,0.002818373,0.0036274854,0.0026381258,0.0024895656,0.0014536666,0.017576426,0.005526059
6056438,49708 BALL LOCK LINER 16MM X .75,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,49708 ball lock liner 16mm x 75,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.001943412,0.0013564711,0.96908104,0.0024583188,0.0022894032,0.00160772,0.001985734,0.0022405898,0.0013265064,0.013530875,0.0021798522
6169776,LWL7C2R90BT1P  BEARING,BEARINGS,BALL BEARINGS,ABEC 3-9 PRECISION,OTHER PREC. BEARINGS,Motion,lwl7c2r90bt1p bearing,bearings,ball bearings,abec 3 9 precision,other prec bearings,Automation Mechanical,0.0023120116,0.0017657621,0.97117764,0.0034100416,0.002583105,0.0036865347,0.0030749966,0.0025139658,0.0016132401,0.001969711,0.005892945
6254293,CR1-0760LLX7CS200/L588 TAPERED ROLLER SE,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,cr1 0760llx7cs200 l588 tapered roller se,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,0.0077284384,0.005666054,0.9035822,0.009101958,0.009337166,0.011105923,0.010194658,0.008569421,0.006730573,0.0074088788,0.020574665
8485280,6202-2Z/C3,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6202 2z c3,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069067846,0.0062280865,0.88899785,0.0076442603,0.008136419,0.006459426,0.00707201,0.0077994764,0.0047143344,0.048088018,0.007953269
130322,16002 J RADIAL BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,16002 j radial brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.006898778,0.004815237,0.88796735,0.007251989,0.008126987,0.007497299,0.007288974,0.007795422,0.0047088694,0.049334962,0.008314082
133930,61803 J RADIAL BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61803 j radial brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.012074064,0.010319363,0.79644424,0.017482081,0.011131406,0.012648709,0.01407026,0.013382436,0.008241342,0.084064856,0.020141248
143203,61812-2RS1 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,61812 2rs1 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069149337,0.004826513,0.8900468,0.0072689718,0.008146019,0.007445109,0.0070803543,0.00766425,0.0047198967,0.048144754,0.007742423
1705680,FHSR206-19 MOUNTED INSERT,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,BALL BRGS.INSERTS,Motion,fhsr206 19 mounted insert,bearings,ball bearings,other ball bearings,ball brgs inserts,Automation Mechanical,0.011613656,0.008068023,0.8527133,0.01374813,0.014069112,0.021963153,0.02288545,0.013682359,0.009983047,0.010175412,0.021098346
2132771,2209 EKTN9 C3  BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,SELF-ALIGNING BALL BRGS,Motion,2209 ektn9 c3 brg,bearings,ball bearings,other ball bearings,self aligning ball brgs,Automation Mechanical,0.0020342323,0.0017890687,0.9748985,0.0028253035,0.0024643252,0.002139612,0.0036538618,0.0022997337,0.001384348,0.0017330577,0.0047779735
2171003,608-2RSH BRG,BEARINGS,BALL BEARINGS,OTHER BALL BEARINGS,INSTRUMENT BEARINGS,Motion,608 2rsh brg,bearings,ball bearings,other ball bearings,instrument bearings,Automation Mechanical,0.001964519,0.0013759246,0.9796061,0.0027641377,0.0023798728,0.0019910324,0.001904494,0.0021773996,0.0012318485,0.001836263,0.002768394
4176100,6002ZZ BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6002zz brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019427371,0.0013560001,0.9687446,0.002334064,0.002288608,0.0016071617,0.0019342803,0.0021532571,0.0013260457,0.013526176,0.0027871649
11299549,6016-2Z/C3 BRG,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6016 2z c3 brg,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0019163336,0.0015769192,0.9693708,0.0025488688,0.0018531012,0.0019328716,0.0018716685,0.0020449937,0.0012593741,0.013194497,0.0024305766
5153676,7206CTYNSULP4 BRG,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,7206ctynsulp4 brg,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,0.0025274563,0.001852988,0.9678092,0.0034020469,0.0030535634,0.0035339156,0.003508204,0.0028595044,0.002201121,0.0024229493,0.0068290406
2866215,7200-B-XL-2RS-TVP ANG CONTACT BALL BRG,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,7200 b xl 2rs tvp ang contact ball brg,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,0.0025305005,0.00185522,0.96897495,0.003406145,0.0030572417,0.0039999234,0.0033409283,0.0028598653,0.0022037723,0.0024258678,0.0053455923
4514472,6003ZZ RADIAL BALL BEARING-SHIELDED,BEARINGS,BALL BEARINGS,SRDG BALL BEARINGS,SRDG BALL BEARINGS,Motion,6003zz radial ball bearing shielded,bearings,ball bearings,srdg ball bearings,srdg ball bearings,Automation Mechanical,0.0069110026,0.0048237694,0.8895408,0.007457657,0.008141388,0.007510584,0.007076329,0.007965917,0.004717213,0.048117384,0.0077380217
10747057,35TAC72CSUHPN7 NO GR NSK 35TAC72CSUHPN7,BEARINGS,BALL BEARINGS,ANG.CON.BALL BEARINGS,ANG.CON.BALL BEARING,Motion,35tac72csuhpn7 no gr nsk 35tac72csuhpn7,bearings,ball bearings,ang con ball bearings,ang con ball bearing,Automation Mechanical,0.007710105,0.0073026842,0.9014388,0.009968144,0.009315017,0.011079578,0.010579004,0.008542597,0.0067146067,0.0073913033,0.01995816
